DATE,OPEN,HIGH,LOW,CLOSE,NAME,TICKER,SECTOR
2009-01-02,15.7191,16.2342,15.5504,16.1632,ASML Holding,ASML,Information Technology
2009-01-05,15.8079,16.2253,15.7813,16.0921,ASML Holding,ASML,Information Technology
2009-01-06,16.2342,16.6339,16.1365,16.474,ASML Holding,ASML,Information Technology
2009-01-07,15.8612,16.0388,15.5415,15.7458,ASML Holding,ASML,Information Technology
2009-01-08,15.7991,15.8701,15.4083,15.8701,ASML Holding,ASML,Information Technology
2009-01-09,15.4349,15.4705,14.9376,14.9909,ASML Holding,ASML,Information Technology
2009-01-12,14.5646,14.6712,14.2982,14.4314,ASML Holding,ASML,Information Technology
2009-01-13,14.2982,14.7778,14.2716,14.5469,ASML Holding,ASML,Information Technology
2009-01-14,14.1206,14.1827,13.7098,13.8275,ASML Holding,ASML,Information Technology
2009-01-15,14.3426,14.8666,14.1383,14.689,ASML Holding,ASML,Information Technology
2009-01-16,15.0886,15.0886,14.3781,14.8399,ASML Holding,ASML,Information Technology
2009-01-20,14.6623,14.7689,14.1206,14.165,ASML Holding,ASML,Information Technology
2009-01-21,14.6357,14.7689,14.1383,14.7067,ASML Holding,ASML,Information Technology
2009-01-22,13.9696,14.387,13.8719,14.1472,ASML Holding,ASML,Information Technology
2009-01-23,13.4545,14.5291,13.4456,14.4048,ASML Holding,ASML,Information Technology
2009-01-26,14.3781,14.831,14.3071,14.4403,ASML Holding,ASML,Information Technology
2009-01-27,14.7245,15.1596,14.6801,15.1152,ASML Holding,ASML,Information Technology
2009-01-28,16.2165,16.2253,15.728,15.9412,ASML Holding,ASML,Information Technology
2009-01-29,15.3106,15.3106,14.6712,14.8044,ASML Holding,ASML,Information Technology
2009-01-30,14.982,15.0975,14.5735,14.689,ASML Holding,ASML,Information Technology
2009-02-02,14.5557,14.9909,14.5291,14.8222,ASML Holding,ASML,Information Technology
2009-02-03,14.8755,15.3639,14.5913,15.284,ASML Holding,ASML,Information Technology
2009-02-04,14.9376,15.5423,14.9287,15.1241,ASML Holding,ASML,Information Technology
